x,y,label
29.043351307995400,31.85360891474190,0.0
31.417869069666000,29.731296113070200,0.0
15.264049265437700,37.607267211033800,1.0
28.12222726380290,24.664673109650500,0.0
26.905010015776500,31.009702336359800,1.0
23.941689884724700,25.067110271907100,1.0
22.44488952848590,21.113052723683000,0.0
24.41828504220420,24.906364299501200,1.0
23.741594843664000,29.9160485129623,1.0
21.222446843302200,27.589260200278500,0.0
22.68597136206240,27.47243608506800,1.0
26.20446442598250,26.511858994833500,0.0
24.758240645090100,22.271293399055000,0.0
21.49868082982170,27.984152209059800,1.0
13.563087439135800,14.264723897584900,0.0
25.64523277629100,32.13603831164010,0.0
23.885499540269300,31.171412363067300,1.0
23.357740723266000,27.45669115366960,1.0
29.795277890340100,30.146943879254900,0.0
30.597137795418100,22.85541431554760,1.0
27.00427182815820,20.465072721635600,0.0
24.860095528709100,28.00219900734930,0.0
18.51358395601800,18.973348684783,0.0
21.1882160532024,23.519123073907800,0.0
23.579381537402500,28.288941006393500,0.0
27.998154106475300,20.844023423570400,1.0
15.767729906462800,38.50437627048760,1.0
22.991604789756700,27.958811218194300,0.0
26.20970748006680,20.017609918008500,0.0
28.48823386388060,29.67327594843870,0.0
25.93394533803170,27.392432466435900,1.0
30.22711184540630,22.944822028309700,1.0
24.686818790746900,16.60405592849290,1.0
20.898833998004600,16.567197181359800,0.0
29.894000144315700,15.742561005365800,1.0
25.22347353195420,23.874041834177000,1.0
25.737705314416200,26.035702079746000,0.0
23.851137280268000,27.722128740805800,0.0
19.599441412728300,26.729401790792200,1.0
22.83764865858560,27.723401565542900,0.0
18.907505034503700,28.663352077744100,1.0
22.1865054299739,27.94739105548910,1.0
32.870123858994400,32.57428438338490,0.0
20.631337434219400,34.20166269465580,1.0
19.545436695409200,21.22751360249620,0.0
33.96311603024470,38.600357016701700,0.0
33.20458746567390,32.99590654148890,0.0
21.54608621708410,28.026795239034600,1.0
30.93132577612340,35.43490663840780,0.0
21.85266088349680,32.26922866893450,1.0
32.857719331181100,17.389474595601300,1.0
31.919747696433300,31.0558796221531,0.0
25.01382274012260,23.63784318745870,0.0
22.36147647974420,20.64308209121450,0.0
22.557839636555000,24.023558429536900,1.0
30.659790400216400,18.292245715852500,1.0
29.23184374795960,22.862038284792800,1.0
25.909026067205600,30.369272104817600,1.0
34.354049385838100,37.852588562173200,0.0
32.02387169966650,35.46518557854560,0.0
28.382454657215300,17.761608998667500,1.0
25.53762816312970,22.1324661083542,1.0
24.04544863518160,22.949564005596200,0.0
21.4515835734844,26.34871941023760,0.0
21.76189381042620,17.078235835918500,0.0
25.70663443167800,24.521252497961800,1.0
31.100784991688100,29.834143244128200,0.0
21.44401301951530,30.28184734147200,1.0
24.24379172286320,27.065723390007500,1.0
27.89028827866060,25.71944156565400,1.0
20.95356253340160,27.365089484232900,1.0
21.75994596533370,20.584021168779400,0.0
25.73542399906890,27.84645050771720,0.0
28.981942052200500,28.30287365022400,0.0
18.701495836588000,31.981098305497500,1.0
28.358998485680100,22.353523860341800,1.0
18.96607363738260,17.05618022363140,0.0
24.3343501716991,22.5713893429811,0.0
25.352873948624100,28.044872929156800,0.0
13.853142280940900,14.606816781537400,0.0
18.253234604419200,18.64797712566760,0.0
24.517751071877,23.950229815270300,1.0
24.163424193303700,17.250474051735500,0.0
13.864298167546800,19.108980738213000,0.0
28.922371242267100,28.94090413786190,0.0
25.357730380114300,28.025425925906900,1.0
24.12639788661690,31.759697188076000,0.0
13.003358675377400,13.741641203725100,0.0
27.03157604025570,25.55045833885930,0.0
21.081381842144300,16.228018754583500,0.0
19.229780827194400,38.60620616086900,1.0
20.958783579949400,16.130823224790800,0.0
20.71873546821870,19.535016061131500,0.0
21.292001034032700,24.623277181459700,0.0
22.225002993190000,24.352606994534800,0.0
30.001545626605900,31.422639516239600,0.0
30.53065204550970,31.910104532295300,0.0
28.91859159437350,27.62354371225950,0.0
25.968684013802400,26.28267776699540,1.0
24.77639046553610,24.885874784774000,1.0
32.57069248872230,31.77021047509550,0.0
32.28932605944270,29.88401342853920,0.0
36.54162254234430,13.302688386483400,1.0
22.886730350266100,22.305020648571100,1.0
13.238706492107800,9.883388439570230,0.0
24.372170299579000,25.725866066146700,1.0
17.48884467043330,17.76018178475540,0.0
26.341805691258500,22.29002631640940,0.0
34.30891708878210,34.014271625052900,0.0
24.949892391198100,22.881276349517200,0.0
25.681606016418900,27.19532144408740,0.0
29.105263958068800,30.130843363925700,0.0
29.036296175930100,25.987136661767500,0.0
16.21726231935830,16.498570581392600,0.0
24.983854039129500,28.01871192758820,1.0
30.348262020255200,32.86750709320840,0.0
21.63248370937580,24.862046947663100,0.0
18.446269108687300,17.269423868439700,0.0
23.011759719605700,31.885548980351300,1.0
27.59576991388340,29.218190377419700,1.0
28.79952063951310,30.876657010926600,0.0
31.572916130171300,19.46351416985700,1.0
26.81693131888580,33.82248507035180,0.0
24.979516115384000,31.329786225989100,0.0
33.44690139274950,14.076596575783000,1.0
19.05525215312990,17.97180673683980,0.0
29.254083660600300,29.306571738257800,0.0
23.484728662944000,28.695144080226800,0.0
24.78196812432790,27.513193910056100,0.0
27.082328247131800,24.746927446723400,1.0
18.99992129454320,19.052100765701200,0.0
34.18254325446410,32.88381577492270,0.0
33.05490560413950,33.23369061694790,0.0
31.337589334828600,32.68509715763330,0.0
31.920297220989800,32.07630628002700,0.0
27.13119544868960,27.2551797505821,0.0
29.11814417930670,28.10174262940390,0.0
30.551565296548900,33.39887495164360,0.0
21.37911928126910,23.811267925283500,1.0
23.29326667493530,28.363704826226600,1.0
22.33310566775280,18.548046267581000,0.0
23.507945096657700,20.91352777270080,0.0
22.33318394233490,20.552525087806500,1.0
26.22170804920430,23.954246020394400,0.0
20.72003385243550,22.285197157712400,0.0
30.757830250594300,16.875244589711300,1.0
31.25664041071730,27.91089898436260,0.0
25.471034000358500,23.974909549411500,1.0
