x,y,label
27.621405226618787,12.87826971414522,0.0
28.530013776598146,15.610459344845447,0.0
33.61192795802211,26.476518801669712,1.0
29.583636598428114,15.786935681622914,0.0
30.530349720917354,31.11429743055206,1.0
27.043372733049168,26.80769305475967,1.0
27.833178472209877,26.517560602710994,1.0
31.03363027817208,23.489005929763533,1.0
28.060844218226876,13.443210301294506,0.0
28.590367011545396,19.294527558990165,0.0
30.626639681492883,21.533732676192614,0.0
28.596571807713865,15.600596064941161,0.0
29.11990143692952,15.63316879823199,0.0
30.941985504261638,15.3974927378347,0.0
31.63920171961487,25.56885889148755,1.0
29.948844418708283,15.195544452214797,0.0
27.821466643508426,17.898663372082634,0.0
29.324697435177168,16.094047393103004,0.0
29.458482175626177,21.508306986874132,0.0
29.89323021265276,14.879100806974165,0.0
32.44739578602896,30.808693343917817,1.0
32.26076499034423,26.25395164088732,1.0
32.53314739457775,27.691129068113025,1.0
30.13125789483718,14.554894451685177,0.0
36.3957984521699,31.56001386444148,1.0
30.88446929745325,25.285901776346307,1.0
29.031026989797617,15.234948782974541,0.0
30.183236611300746,26.98714112017296,1.0
27.322431516659538,28.622966284073268,1.0
34.97019962411161,25.337792585090035,1.0
28.156364366874975,26.885070086663887,1.0
29.33705060715522,12.664566738318662,0.0
30.92479542785657,29.277672378469095,1.0
25.202339703907242,14.711480777698567,0.0
26.49314880131171,17.048777561545318,0.0
32.42294178821792,28.26450126113522,1.0
29.28310228242582,30.271532264051725,1.0
30.077797051847654,18.93432111314879,0.0
25.026274151520692,20.288978558786056,0.0
33.24490814863092,27.169331951957084,1.0
32.35349776149542,27.102664029555395,1.0
25.99375358789983,14.133490837067903,0.0
32.91273948013281,13.100796140743807,0.0
30.794363074315356,18.033235443438215,0.0
26.110473213461862,16.83967113552497,0.0
30.72003586320924,27.517593617232748,1.0
32.657213706721684,18.128226936681063,0.0
27.607236935595733,14.65446545304593,0.0
26.533908351540916,16.724773119104178,0.0
25.95485830747245,13.646932463115697,0.0
29.255851313661015,29.93942766647414,1.0
26.944243194441018,33.15129662528338,1.0
30.578336829365195,23.965635819431654,1.0
25.244050856683568,14.009234735927274,0.0
25.332999696769974,19.739004595825932,0.0
28.977680393744627,17.333337991006573,0.0
29.74040059774919,17.61499862418912,0.0
32.52513370619714,25.50220123059966,1.0
25.24701388006766,16.860518341478468,0.0
31.362707654771498,24.723641068992926,1.0
31.41876248511192,16.53436029528199,0.0
30.62252300687553,29.088280569394236,1.0
31.749042090693646,14.938593608527121,0.0
30.66241972907917,14.955280868084975,0.0
33.44742455471187,27.042014161513777,1.0
32.46662063005474,27.965871032915043,1.0
28.035695364283992,16.36788926212236,0.0
32.83489012251145,14.326829359699943,0.0
28.302092951654373,25.80842099382072,1.0
33.58665680013143,28.434241653656823,1.0
28.382611018205935,13.660715074982006,0.0
30.481801926368185,17.673712822753664,0.0
28.35472459631201,10.993978909094027,0.0
29.988573322837972,32.09685487120645,1.0
33.97363832255887,23.8657583228219,1.0
29.863658183512914,22.102124140370357,0.0
31.69693053713991,25.341184786709093,1.0
30.346602265334443,26.220570471439544,1.0
34.74267539274726,25.55640889571607,1.0
31.256879670546056,28.398750318688485,1.0
28.29325814781674,17.441122649642306,0.0
33.6487045880006,25.79746707830588,1.0
32.590391327064694,33.66633045685636,1.0
29.54535730856203,15.726818725406542,0.0
30.74885290835356,29.523072025313272,1.0
28.07433095073596,15.429557247915175,0.0
28.6143301585166,29.773716144370628,1.0
35.001198702320195,26.805890566423173,1.0
30.869515997733643,28.293601246368603,1.0
21.992928122957505,16.05960321687836,0.0
28.222974430562893,16.17550817146229,0.0
26.87988428542849,13.228664206146917,0.0
25.36347668205009,15.200493211633995,0.0
